zipCode,Median_Income,Mean,Pop
58792,38600,48739,279
58793,44970,67726,762
58794,64890,74993,135
58795,47075,64715,252
58801,54983,67305,15914
58830,47182,64426,230
58831,51819,64492,456
58833,48152,61799,93
58835,58346,86442,299
58838,51635,63874,187
58843,57439,65575,338
58844,48152,61799,195
58845,53573,62956,345
58847,59265,89531,232
58849,56951,65578,821
58852,49404,66081,1615
58853,54904,63240,339
58854,53698,73076,2452
58856,51731,62882,130
59001,53704,65489,1616
59002,77179,92998,179
59003,38989,49815,1210
59006,35926,48638,846
59007,53000,57936,121
59008,53634,60254,382
59010,13329,17541,47
59011,43723,51580,2983
59012,39708,50779,202
59013,53091,71424,137
59014,47192,51887,1405
59015,69694,84049,437
59016,34004,44370,954
59018,44917,55865,633
59019,60933,65051,3367
59020,50625,61153,132
59022,42896,44676,1807
59024,35716,48211,379
59025,33864,44254,81
59026,45689,54788,165
59027,45980,65488,639
59028,53221,65108,450
59029,47221,51917,802
59030,49602,59918,1358
59031,42898,44673,295
59032,40422,52855,369
59033,43723,51580,288
59034,35395,45084,5075
59035,38750,53190,220
59036,30321,39893,1537
59037,46200,60402,1470
59038,1378,1814,31
59039,40075,47635,34
59041,42771,56291,1860
59043,35867,44156,2855
59044,50512,59432,9625
59046,35754,44714,412
59047,37609,53543,11868
59050,39930,49277,1807
59052,43790,54470,179
59053,31150,42242,374
59054,37484,47266,365
59055,43723,51580,75
59057,63337,75149,519
59058,42955,51538,45
59059,36673,47151,163
59061,53221,65108,357
59062,37685,50062,28
59063,56411,66020,1656
59064,35725,48230,255
59065,47120,64425,138
59066,38750,53190,682
59067,56411,66020,251
59068,52455,59244,3453
59069,53242,61931,428
59070,56044,75153,817
59071,58906,79541,112
59072,37122,44859,3940
59074,35726,44641,628
59075,38750,53190,372
59077,42955,51538,79
59078,30697,40223,158
59079,65884,73718,3073
59081,50625,61153,25
59082,44088,67255,28
59085,30321,39893,112
59086,45550,56597,795
59088,35926,48638,1209
59089,39931,49275,422
59101,40495,49536,36227
59102,51516,61690,44605
59105,59035,70464,23349
59106,86429,114519,7731
59201,45065,51749,5074
59211,39080,54685,164
59212,48235,60252,347
59213,32126,41520,736
59214,48167,54849,137
59215,47959,55196,1250
59217,60030,80488,85
59218,45942,57408,1040
59219,43819,57037,249
59221,98052,118664,1549
59222,38125,52432,256
59223,53227,57692,324
59225,49571,63011,625
59226,45392,57021,455
59230,42123,53220,4595
59231,49571,63011,181
59240,53542,57869,27
59241,53413,58036,432
59242,43819,57037,95
59243,58907,78361,394
59244,51221,60874,77
59247,43819,57037,377
59248,50656,61606,842
59250,53542,57869,259
59252,37500,53901,182
59253,38125,52432,158
59254,37575,53938,2369
59255,30534,40075,3678
59256,37500,53901,67
59257,37500,53901,87
59258,41623,54250,142
59259,46022,64629,410
59260,48622,57889,164
59261,38001,54837,563
59262,59130,79487,671
59263,38125,52432,1482
59270,104646,130226,7249
59274,48167,54849,251
59275,90926,118317,458
59276,38125,52432,80
59301,38674,48144,11381
59311,35703,45554,202
59312,42955,51538,45
59313,52529,60537,2418
59314,37685,50062,126
59315,43688,62326,170
59317,37685,50062,1238
59318,42955,51538,119
59322,42955,51538,105
59323,73076,72082,2435
59324,35703,45554,943
59326,35296,44870,264
59327,40752,49799,2968
59330,51676,59490,8346
59332,35703,45554,151
59333,43500,58576,47
59336,46288,64256,233
59337,42955,51538,864
59338,44359,65405,120
59339,43688,62326,129
59343,37685,50062,80
59344,52529,60537,330
59347,41817,53361,353
59349,35198,44720,939
59351,38972,53020,223
59353,40417,54711,1068
59354,52529,60537,33
59401,36720,44932,14361
59404,53692,63019,24766
59405,39070,49579,31648
59410,32376,39866,722
59411,49879,60504,508
59412,44697,62565,1665
59414,42143,52848,914
59416,40806,52415,431
59417,34525,43196,7330
59418,42043,54510,92
59419,35230,47333,177
59420,46538,54949,160
59421,54898,70978,2013
59422,33208,46118,2751
59424,42789,55796,95
59425,38964,51327,3895
59427,43662,54699,4876
59430,43102,56334,556
59432,31607,41143,115
59433,39076,49647,713
59434,53901,63002,522
59436,49441,55700,1872
59440,44775,54106,172
59441,43163,56439,128
59442,45823,54545,1978
59443,50899,60636,638
59444,42537,51319,240
59446,38594,50457,655
59447,41473,53530,298
59448,31607,41143,784
59450,38594,50457,522
59451,43163,56439,279
59452,41473,53530,561
59453,33089,43437,423
59454,46583,54508,237
59456,41161,50646,170
59457,35879,48712,9162
59460,38909,50635,252
59461,40212,49590,34
59462,41473,53530,200
59463,44663,62470,190
59464,43060,56262,493
59465,44697,62565,95
59466,46088,54104,118
59467,34164,46691,239
59468,39772,50283,597
59469,41473,53530,168
59471,43163,56439,438
59472,44697,62565,621
59474,38676,46715,3382
59477,51647,61388,541
59479,41473,53530,946
59480,44697,62565,541
59482,46583,54508,826
59483,51627,61313,512
59484,46583,54508,160
59485,51627,61313,725
59486,31708,41284,1352
59487,51188,60910,1217
59489,43163,56439,330
59501,43584,55272,13247
59520,38594,50457,1291
59521,38555,51382,2850
59522,40212,49590,1590
59523,42767,49956,2610
59524,32666,46327,704
59525,37457,56065,320
59526,36302,41465,2560
59527,27292,34825,1019
59528,37457,56065,265
59529,37596,44451,183
59530,37457,56065,176
59531,40126,49791,354
59532,37457,56065,237
59535,42773,49962,73
59537,36453,54535,128
59538,36453,54535,3170
59540,37457,56065,417
59542,37596,44451,220
59544,36453,54535,232
59545,40212,49590,49
59546,36453,54535,137
59547,42773,49962,40
59601,47424,59530,28037
59602,54233,64122,18534
59631,46284,57096,264
59632,46102,56899,1907
59633,52473,61040,178
59634,79849,92576,3968
59635,51622,57058,6233
59636,71750,84186,54
59638,46284,57096,485
59639,31787,39337,1319
59640,52473,61040,79
59642,31577,43450,55
59643,46776,54896,452
59644,40868,48416,3399
59645,31577,43450,1614
59647,46776,54896,274
59648,51966,57892,661
59701,38929,47261,33613
59703,51250,61709,25
59710,39327,50140,325
59711,37505,48656,9282
59713,40265,50501,239
59714,52825,61175,10805
59715,45936,66441,29675
59716,52595,70617,864
59718,57874,69808,16916
59720,47059,87156,135
59721,40604,51223,374
59722,39869,45059,5928
59724,35725,48758,155
59725,37877,49478,7811
59727,47054,58243,216
59728,40278,50654,358
59729,47059,87156,1769
59730,58008,70505,1455
59731,40192,49603,180
59732,46158,56575,117
59733,40278,50654,121
59735,43648,54805,347
59736,34327,47714,147
59739,34152,47584,337
59740,45656,73847,367
59741,53994,65134,3748
59743,50402,60804,176
59745,45401,71433,107
59746,46985,57158,79
59747,43648,54805,210
59748,51250,61709,158
59749,39626,50463,1414
59750,51250,61709,286
59751,43648,54805,181
59752,43599,48700,2790
59754,43337,54469,945
59755,39327,50140,169
59756,42826,61094,243
59758,43482,56206,1673
59759,38314,48517,3230
59760,43058,47750,308
59761,34152,47584,306
59762,35849,50227,225
59801,30903,44003,28637
59802,43526,56355,16829
59803,61564,73936,14173
59804,52542,66244,7428
59808,51437,62891,11732
59820,54842,68225,1218
59821,36997,47040,2159
59823,44459,59210,1438
59824,35153,44566,1715
59825,46327,66740,2440
59826,43434,55824,555
59827,31514,43085,311
59828,45818,56254,4420
59829,34138,56347,2720
59830,36146,44678,109
59831,21353,32377,448
59832,36052,49276,756
59833,55092,68826,4909
59834,67482,84553,1866
59837,36052,49276,268
59840,36334,53218,12078
59841,60625,65059,740
59842,36146,44678,99
59843,40278,50654,242
59844,33379,41708,557
59845,23576,34452,1176
59846,67482,84553,1418
59847,95899,125237,5061
59848,21353,32377,89
59851,47174,68181,197
59853,33379,41708,731
59854,40278,50654,259
59855,36713,49244,990
59856,31750,44425,359
59858,36052,49276,1498
59859,31172,43755,2949
59860,37767,48232,9224
59863,33990,42482,122
59864,37057,48578,5902
59865,34061,42599,2894
59866,36146,44678,833
59867,36146,44678,47
59868,43427,55813,1941
59870,44956,58792,8327
59871,31514,43085,198
59872,38332,44923,2169
59873,33323,41802,2717
59874,33379,41708,1269
59875,44616,52924,3418
59901,44573,56808,39068
59910,42908,52406,267
59911,50909,68663,6990
59912,46425,56453,11595
59913,39009,51310,708
59914,42908,52406,221
59915,42908,52406,279
59916,39009,51310,104
59917,37636,45271,3530
59918,37636,45271,500
59919,39009,51310,929
59920,46826,56630,1297
59922,59288,76999,1830
59923,29660,42812,10019
59925,46826,56630,788
59926,39009,51310,406
59927,39009,51310,311
59928,39009,51310,91
59929,49621,61759,176
59930,37636,45271,815
59931,48603,60342,253
59932,59764,77751,1288
59933,37636,45271,44
59934,37404,45598,453
59935,33409,42236,3268
59936,39009,51310,407
59937,46981,62532,11300
60002,78052,87532,24299
60004,78326,97960,50582
60005,71000,92035,29308
60007,67971,81271,33820
60008,65774,78385,22717
60010,117974,162539,43960
60012,83389,102492,11120
60013,96455,110631,26872
60014,80789,93875,48550
60015,123609,167006,26800
60016,59141,69930,59690
60018,52862,64462,30099
60020,64293,71583,9825
60021,87958,116817,5545
60022,201354,296519,8153
60025,97539,123485,39105
60026,106813,150275,13335
60029,157708,203699,482
60030,88492,104385,36056
60031,88432,106221,37947
60033,54822,67715,13922
60034,74794,83277,2040
60035,117473,172821,29763
60040,71595,103312,5431
60041,62144,72806,9250
60042,73356,79268,8547
60043,223106,342071,2513
60044,116250,159284,9792
60045,137059,251609,20925
60046,89179,101463,35111
60047,123788,151640,41669
60048,109619,142884,29095
60050,68689,81458,31620
60051,72490,82744,25192
60053,69404,85367,23260
60056,70757,85128,55219
60060,83334,100976,37189
60061,102484,122604,25748
60062,102161,144089,39936
60064,41599,49458,15406
60067,89822,112845,38585
60068,87787,119668,37475
60069,138178,174269,8384
60070,56534,70027,16001
60071,74999,83556,3598
60072,74219,84208,928
60073,67317,76073,60002
60074,71610,86328,38985
60076,69958,89646,33415
60077,59983,72885,26825
60081,81789,94168,10079
60083,81630,107738,9838
60084,73082,84189,16771
60085,44545,53068,71714
60087,58773,66986,26978
60088,80090,81460,11355
60089,96162,116934,41533
60090,56433,68676,37633
60091,137739,196711,27020
60093,174451,270927,19570
60096,76509,79528,6897
60097,73693,85257,11250
60098,65419,74388,32228
60099,57342,65812,31104
60101,63140,72910,39119
60102,86627,99735,30564
60103,85215,97658,41928
60104,57968,63511,19038
60106,58285,64952,20309
60107,71399,79014,39927
60108,69544,90011,22735
60109,82500,95008,560
60110,53566,63051,33553
60111,64230,74994,258
60112,67160,73280,4560
60113,46985,54882,337
60115,40629,51582,46272
60118,78496,95227,15851
60119,116390,136364,10371
60120,58390,68777,50955
60123,58463,66153,47405
60124,92975,104526,18935
60126,87216,119415,46371
60129,61963,68799,242
60130,52219,69491,14167
60131,55673,62551,18097
60133,66156,74701,38103
60134,101941,121034,28565
60135,65261,70558,7248
60136,98722,110297,7013
60137,92566,123087,37805
60139,67306,78847,34381
60140,80388,92192,14341
60141,48148,70914,224
60142,81402,91609,26447
60143,82996,97517,10360
60144,78750,82792,58
60145,67256,77943,2627
60146,66029,75670,2713
60148,69888,79039,51468
60150,63764,74216,1794
60151,77816,82849,4061
60152,63961,76356,12533
60153,47576,57764,24106
60154,67956,76037,16773
60155,47924,66547,7927
60156,86335,97743,28987
60157,70793,92057,2380
60160,44616,52499,25432
60162,60399,64937,8111
60163,52724,64071,5209
60164,53318,61753,22048
60165,49424,57452,4946
60169,66193,75137,33847
60171,48739,57092,10246
60172,78428,91511,24537
60173,65644,83385,12217
60174,83285,109704,30752
60175,114050,137076,25564
60176,48765,61454,11795
60177,90648,106445,22659
60178,68689,81320,21840
60180,64989,82339,1694
60181,67867,74743,28836
60184,97147,133539,2448
60185,75782,91877,36527
60187,81994,106140,29016
60188,78908,87642,42656
60189,97596,126905,30472
60190,84270,103171,10663
60191,61924,78431,14310
60192,100806,118336,16343
60193,72682,85401,39188
60194,77906,89182,19777
60195,69630,83141,4769
60201,68760,108770,43125
60202,68635,96804,31361
60203,110925,148930,4523
60301,56667,85094,2539
60302,85693,116810,32108
60304,89093,98315,17231
60305,112815,174742,11172
60401,75842,83497,7797
60402,50135,60075,63448
60403,55933,64673,17529
60404,87065,99183,17395
60406,42273,48965,25460
60407,59733,63751,1684
60408,62898,62909,5696
60409,44146,52265,37186
60410,81908,89691,12687
60411,46735,56964,58136
60415,50250,56777,14139
60416,65453,70689,9397
60417,72106,81551,15547
60419,49951,59419,22788
60420,47949,60423,6102
60421,73739,76485,3968
60422,77541,110888,9403
60423,100980,117332,30423
60424,57740,63691,2440
60425,56023,65781,9117
60426,35344,44937,29594
60428,46530,55964,12203
60429,56101,66137,15630
60430,73481,84573,20094
60431,75602,82120,22577
60432,42980,51831,21403
60433,42294,52166,17160
60435,55024,62124,48899
60436,44161,52651,18315
60437,66563,74924,187
60438,53977,61707,28884
60439,89759,108593,22919
60440,72927,80729,52911
60441,69033,76247,33605
60442,83585,90319,9924
60443,64892,73168,21145
60444,67323,75465,1761
60445,59633,68526,26057
60446,68397,73490,39807
60447,74302,85814,13709
60448,90408,102853,24423
60449,72186,87814,9217
60450,64254,75523,20332
60451,90298,99255,34063
60452,66443,71445,27969
60453,58593,71902,56855
60455,52255,62516,16446
60456,47214,51799,4349
60457,57447,67718,14049
60458,53649,62734,14428
60459,58618,65875,28929
60460,50386,62852,1522
60461,77201,99337,4836
60462,76910,92026,38723
60463,80235,98600,14671
60464,84238,120729,9620
60465,58237,70353,17495
60466,50580,56450,22115
60467,88903,105652,26046
60468,69989,84169,6116
60469,44488,53381,5930
60470,51588,62281,616
60471,56254,65338,14101
60472,25305,35948,5390
60473,60325,68857,22439
60474,56799,62530,760
60475,45507,54305,9870
60476,50609,55398,2391
60477,70229,78562,38161
60478,59913,67431,16833
60479,69601,77708,760
60480,71840,105520,5246
60481,60869,68819,11851
60482,49395,58680,11063
60484,53811,61747,6829
60487,89399,99615,26928
60490,108159,119019,20463
60491,93282,107037,22743
60501,48860,54350,11626
60502,100879,120058,21873
60503,98237,103330,16717
60504,75052,84844,37919
60505,45385,53613,76573
60506,53099,64460,53013
60510,91954,106829,28897
60511,78592,82764,1793
60512,85951,92844,1111
60513,66858,74650,19047
60514,116006,159185,9708
60515,81650,116008,27503
60516,79954,97736,29084
60517,78612,90703,32038
60518,53393,59235,3580
60519,130102,153859,88
60520,65938,80534,2886
60521,171585,240712,17597
60523,82617,139760,9890
60525,85155,118292,31168
60526,79336,96657,13576
60527,81182,124111,27486
60530,57779,65739,649
60531,67390,71137,1861
60532,76038,96984,27066
60534,53776,62139,10649
60536,78254,88100,126
60537,68462,78530,665
60538,74288,81597,26619
60539,87244,104714,341
60540,101810,136790,42910
60541,78558,88406,3148
60542,83801,96894,17099
60543,90566,98561,36156
60544,83942,93181,25959
60545,60027,72826,12940
60546,70574,92204,15668
60548,38060,45148,8274
60549,61616,72873,643
60550,56523,65014,1440
60551,63507,72974,5062
60552,28810,32514,2078
60553,58284,66004,782
60554,107230,118293,11796
60555,68735,83879,13538
60556,57208,66126,2007
60557,60639,73078,155
60558,128869,164768,12960
60559,79797,100331,24852
60560,84059,92050,22415
60561,71859,96973,23115
60563,80228,96394,35922
60564,132754,159944,41312
60565,111059,139541,40524
60585,111639,119361,22311
60586,85619,90434,46251
60601,94715,133063,11110
60602,93646,131300,1204
60603,76101,106284,493
60604,77238,104005,570
60605,74841,103954,24668
60606,83429,111808,2308
60607,75222,101253,23897
60608,35283,46901,82739
60609,35478,44119,64906
60610,61110,108769,37726
60611,85578,165061,28718
60612,36927,52839,33472
60613,68426,92992,48281
60614,89741,143293,66617
60615,37864,65320,39354
60616,47562,63622,48433
60617,39216,49689,84155
60618,58006,74577,92084
60619,37123,47127,63825
60620,35721,46456,72216
60621,21155,33599,35912
60622,62491,83856,52548
60623,32236,41659,92108
60624,23004,33397,38105
60625,52037,65687,78651
60626,40808,53410,50139
60628,39592,48882,72202
60629,42864,50263,113916
60630,57285,68656,54093
60631,74087,87229,28641
60632,41427,50027,91326
60633,46089,55891,12927
60634,57736,67169,74298
60636,28861,36753,40916
60637,31645,48528,49503
60638,60046,68423,55026
60639,41643,50157,90407
60640,43975,63299,65790
60641,49559,62558,71663
60642,64721,83691,18480
60643,58105,74133,49952
60644,26299,37032,48648
60645,49517,62033,45274
60646,78555,98143,27177
60647,50831,65050,87291
60649,28765,39475,46650
60651,32716,43087,64267
60652,61357,68088,40959
60653,28122,46823,28393
60654,93396,136959,14875
60655,83898,93638,28550
60656,59179,67330,27613
60657,78623,109447,65996
60659,49521,61169,38104
60660,42405,57336,42752
60661,83417,105715,7792
60706,52640,60643,23134
60707,55436,68021,42920
60712,84825,111048,12590
60714,53791,70257,29931
60803,53286,60681,22285
60804,44982,52123,84573
60805,63047,76824,19852
60827,36866,43569,27946
60901,41409,50063,37157
60910,52398,68029,538
60911,57834,64662,1372
60912,50655,62596,599
60913,69240,72704,1617
60914,58804,70899,29107
60915,49921,58190,10774
60917,67487,70855,574
60918,59463,70017,898
60919,49918,61473,558
60920,50570,63521,178
60921,49155,58934,1519
60922,59492,68410,2459
60924,56818,68527,1635
60926,56761,68495,67
60927,56061,64675,2404
60928,57932,64974,709
60929,50415,63360,730
60930,58036,64660,918
60931,50655,62596,615
60932,41431,52457,78
60933,52361,59167,302
60934,50570,63521,273
60935,68781,71500,1064
60936,49684,56731,4321
60938,44371,58217,2131
60940,66638,68363,3369
60941,62399,71324,2039
60942,39177,48337,6181
60945,50655,62596,153
60946,44470,58314,426
60948,58987,69292,1533
60949,51086,58068,636
60950,63820,68799,12168
60951,52990,63426,961
60952,59143,63663,684
60953,50067,61430,2469
60954,51436,58997,6104
60955,46972,60349,1901
60957,47219,56144,5615
60958,25045,28750,2135
60959,43987,57867,1082
60960,43852,54162,1064
60961,65928,70229,700
60962,51260,58979,524
60963,43884,54173,1807
60964,53069,65464,4968
60966,42692,54637,1526
60968,56779,67858,433
60969,68781,71500,65
60970,38313,47495,7190
60973,48884,60125,385
60974,41852,53797,283
61001,49107,57254,1179
61006,60059,68266,1759
61007,56361,63568,534
61008,57438,69270,34311
61010,61211,72245,8032
61011,74701,83733,2945
61012,64737,68986,2175
61013,59531,68182,528
61014,53505,66988,1173
61015,70451,80143,946
61016,72331,80833,4837
61018,53168,58618,1080
61019,56425,63184,3550
61020,59459,61524,3108
61021,47554,61141,23745
61024,62166,70564,2620
61025,53239,60041,4867
61027,45000,56015,52
61028,44875,57089,1989
61030,56939,61643,2205
61031,67873,85413,1656
61032,41114,50951,31651
61036,54733,71737,6821
61037,53718,66932,140
61038,74710,87478,1354
61039,53896,64561,802
61041,43096,55058,1327
61042,55625,60288,527
61043,59483,61426,131
61044,45195,55740,232
61046,49902,62178,2831
61047,71556,81126,1711
61048,45611,55577,4360
61049,59483,61426,585
61050,55164,57707,376
61051,56718,70658,1574
61052,59483,61426,1148
61053,44814,66623,2852
61054,52373,57292,3973
61057,68208,86318,168
61059,49107,57254,141
61060,54980,57767,1432
61061,54906,63410,7009
61062,45180,56174,1983
61063,58405,65755,4132
61064,50141,61234,3868
61065,75794,90143,11156
61067,53342,64263,811
61068,51056,57471,14858
61070,52768,58486,1130
61071,42467,51586,14381
61072,68282,77539,11797
61073,75534,91810,20052
61074,37724,45786,4431
61075,49292,58003,958
61077,57143,63568,73
61078,50540,62081,1374
61079,62148,70535,188
61080,60285,67501,10599
61081,45831,57731,21934
61084,65181,71432,3175
61085,45786,54887,3443
61087,49084,57240,1670
61088,68568,80420,6020
61089,45663,54841,867
61091,49397,61217,63
61101,29090,39463,21593
61102,35907,44757,20538
61103,39840,50193,24578
61104,25720,30876,19269
61107,55081,72399,30439
61108,49017,58524,28550
61109,46532,53930,28331
61111,53942,60535,23492
61112,65000,81031,86
61114,67948,92024,15776
61115,53830,59942,23180
61201,41781,54079,39116
61230,56086,75692,1232
61231,45076,55273,5627
61232,59107,71380,1284
61234,59225,70984,1258
61235,54845,64558,1391
61236,45504,62122,193
61238,51196,59766,3247
61239,45504,62122,1219
61240,64421,78151,5870
61241,53082,59915,7124
61242,63384,79664,1145
61243,46932,53302,264
61244,43729,53914,24053
61250,49941,57275,2737
61251,50418,57585,347
61252,51486,63829,5436
61254,63557,75238,11414
61256,46964,58186,1822
61257,63384,79664,1210
61258,53699,62876,204
61259,54450,76636,1276
61260,49731,64788,856
61261,50438,57606,975
61262,58557,67986,1188
61263,64549,70493,530
61264,51169,60536,10548
61265,47599,62183,45099
61270,49939,60058,7306
61272,49608,64480,1504
61273,68705,82013,3316
61274,50237,58934,351
61275,63157,79368,4347
61276,64549,70493,138
61277,46115,57035,3355
61278,63384,79664,412
61279,57118,74813,1061
61281,64445,70519,2597
61282,34534,46314,7809
61283,47125,53992,1640
61284,56644,74159,2292
61285,47602,57259,1631
61301,44804,57338,10588
61310,43405,53874,3970
61311,49344,57321,232
61312,44577,54441,474
61313,48337,55404,282
61314,42853,58496,807
61315,41615,49022,322
61316,40000,44352,282
61317,49196,59604,513
61318,57792,62128,700
61319,50896,60609,1293
61320,52431,75828,710
61321,50324,58304,282
61322,41615,49022,1647
61323,39855,48618,111
61324,68208,86318,109
61325,59515,73174,1073
61326,49662,58186,2452
61327,68798,73607,1235
61328,49196,59604,42
61329,52431,75828,1303
61330,48520,58802,1483
61331,43317,53423,55
61332,50324,58304,134
61333,53135,65354,381
61334,51011,58873,741
61335,69196,73928,532
61336,64320,71104,628
61337,40282,48716,478
61338,47611,56156,284
61340,49493,58049,292
61341,54916,63348,8234
61342,51566,66745,9216
61344,44151,58390,374
61345,42585,58222,846
61346,47611,56156,75
61348,52252,55362,4696
61349,49535,59185,977
61350,49711,61911,24246
61353,57756,61848,1333
61354,49435,62702,10870
61356,45089,56027,11281
61358,50396,58693,478
61359,41615,49022,312
61360,56935,65974,3393
61361,43874,58308,1409
61362,46734,56809,5911
61363,49493,58049,220
61364,45203,53296,20133
61367,52788,58949,864
61368,53460,59509,1489
61369,50629,60132,1711
61370,53020,62533,1460
61372,53038,57351,145
61373,59943,71731,2031
61374,49196,59604,119
61375,46854,60668,1156
61376,47938,56370,2280
61377,47046,60309,1457
61378,57834,62460,512
61379,52561,59074,1359
61401,36354,45589,34788
61410,46322,50964,3912
61411,39932,50859,378
61412,50303,57721,1321
61413,53875,58195,1075
61414,45047,52795,854
61415,41090,49755,1747
61416,39932,50859,235
61417,46212,56577,259
61418,46916,59990,673
61419,53875,58195,128
61420,51661,52346,1067
61421,45203,55277,1392
61422,34091,45848,3416
61423,50938,57850,682
61424,54740,63091,100
61425,46186,57055,483
61426,57071,76973,107
61427,42983,53047,2329
61428,56140,63201,986
61430,47875,71712,828
61431,40084,47309,371
61432,51121,60508,676
61433,42993,53198,74
61434,42051,52529,3312
61435,50938,57850,116
61436,57378,61480,951
61437,46904,59940,818
61438,51999,52704,760
61439,60091,67107,269
61440,39979,50652,766
61441,43775,52929,897
61442,48455,62925,762
61443,32930,46070,14214
61447,38333,49008,924
61448,50824,58008,3823
61449,44651,55585,512
61450,39968,49858,1742
61451,54827,67266,393
61452,40795,47088,293
61453,37153,47543,781
61454,44826,51585,725
61455,29187,38766,22086
61458,50190,56214,822
61459,42838,52179,433
61460,44826,51585,291
61462,38633,46702,11643
61465,49986,57760,1213
61466,49769,57736,342
61467,45900,53829,1048
61468,53875,58195,104
61469,35137,45114,2184
61470,33990,45712,547
61471,44826,51585,140
61472,49406,57109,648
61473,44100,56008,1667
61474,50024,54275,292
61475,56491,57307,205
61476,48366,62805,407
61477,43248,52120,631
61478,43891,55319,290
61479,56110,71252,165
61480,44850,51681,1324
61482,43628,52954,650
61483,45197,57383,1961
61484,40363,48390,825
61485,45277,53246,560
61486,49769,57736,1552
61488,60091,67107,1120
61489,46069,53424,900
61490,53604,58029,1091
61491,56131,75116,2197
61501,40379,48279,1921
61516,48398,55084,661
61517,73107,87885,3259
61519,42993,53198,233
61520,41471,49698,17839
61523,56983,68133,11204
61524,48828,51778,262
61525,83717,106043,9021
61526,70684,85790,1088
61528,77075,99931,2668
61529,63812,71556,2880
61530,52526,62397,6713
61531,46748,53470,3379
61532,44539,57598,534
61533,57859,70357,2427
61534,59153,66655,1737
61535,68279,83931,1629
61536,70097,76905,2919
61537,40515,51947,2974
61539,57321,71067,205
61540,51819,60861,2916
61541,50662,60128,136
61542,39741,47684,3794
61543,48828,51778,151
61544,42660,49762,713
61546,55897,65416,4276
61547,64294,73407,3779
61548,79563,93431,11777
61550,72362,88359,17721
61552,97200,119615,239
61553,51172,60568,213
61554,45958,56609,43810
61559,58564,71498,3332
61560,69010,73757,754
61561,64381,69485,2710
61562,54987,64421,46
61563,48828,51778,526
61564,45263,55257,1077
61565,55340,63933,1504
61567,54090,67182,624
61568,63803,74622,4459
61569,64392,71026,1220
61570,10741,12621,392
61571,59237,70942,23744
61572,46076,53250,1068
61602,21843,46827,1055
61603,36526,45712,17600
61604,42479,52403,31647
61605,23275,32298,16303
61606,46409,68527,8051
61607,52228,63052,10941
61610,43044,51149,5476
61611,58192,68995,25268
61614,59176,83380,27628
61615,73718,97547,22432
61616,40397,64774,6116
61625,66684,90546,385
61701,42217,54305,36105
61704,84573,99885,35981
61705,80473,94969,12263
61720,65012,71784,236
61721,51378,61001,613
61722,59115,67932,549
61723,55416,64101,2321
61724,66557,73959,536
61725,74929,86804,1547
61726,54903,61976,2544
61727,44456,57189,10015
61728,64629,71456,1410
61729,77746,85443,1073
61730,65089,72096,379
61731,54087,61200,280
61732,73058,87320,2096
61733,72741,77236,1124
61734,59391,66904,2867
61735,53276,61802,420
61736,77778,86823,1808
61737,58518,67471,516
61738,60161,70204,4212
61739,54211,64035,4897
61740,53135,65354,1634
61741,58938,67808,1746
61742,76813,83817,1144
61743,53230,65326,212
61744,70844,77678,2031
61745,77893,87113,4408
61747,51210,60833,1560
61748,73220,79545,2782
61749,59467,71640,556
61750,53276,61802,133
61751,55288,63807,124
61752,61918,67625,4339
61753,58387,65043,3012
61754,68261,91664,1261
61755,71487,75599,4669
61756,52999,64090,2337
61759,51210,60833,1534
61760,51450,59113,2542
61761,48696,57597,52879
61764,46457,58754,14460
61769,59658,68514,619
61770,58584,67464,1108
61771,64600,74164,860
61772,69814,91724,351
61773,60114,64294,477
61774,69088,93489,962
61775,48144,57965,307
61776,73062,79332,1409
61777,54970,64524,952
61778,59648,72041,683
61801,31420,43500,30937
61802,44533,57161,19052
61810,53640,61439,361
61811,54378,61524,703
61812,47495,56700,375
61813,46621,51353,1971
61814,64348,68950,1157
61815,56389,63981,228
61816,61512,76622,509
61817,57630,64065,2583
61818,58600,66233,1665
61820,26670,36859,36964
61821,49578,62335,30174
61822,80067,96242,21608
61830,58224,66276,478
61831,54205,61395,157
61832,35503,44905,37290
61833,41064,46501,2124
61834,43619,54360,8454
61839,63250,72930,586
61840,66659,76925,709
61841,54556,61806,1386
61842,45047,56346,2984
61843,66569,75942,2363
61844,50536,58586,970
61845,66108,75141,364
61846,38270,46334,5101
61847,51023,58014,1256
61848,54205,61395,227
61849,60802,75225,1842
61850,52185,59680,671
61851,61664,67481,436
61852,60250,75031,261
61853,68074,84994,13206
61854,63250,72930,1438
61855,58654,66034,96
61856,57820,70415,7433
61857,50125,58269,153
61858,51248,59135,3124
61859,68172,74665,1297
61862,50733,57897,510
61863,62103,68970,814
61864,62139,68497,1715
61865,52699,60341,1391
61866,37097,50495,14048
61870,42735,50525,1327
61871,68544,75016,284
61872,61722,67714,760
61873,68410,75000,6250
61874,59614,76465,7114
61875,59621,70271,761
61876,52811,60344,800
61877,61512,76622,1627
61878,51384,58411,1433
61880,62156,68279,4183
61882,53173,61790,713
61883,37496,43207,4438
61884,63032,72583,1244
61910,45191,57794,4463
61911,47043,61212,4860
61912,49694,63353,1344
61913,45982,54102,1684
61914,50813,58212,1920
61917,39957,48289,591
61919,50436,56714,813
61920,31486,46351,25594
61924,39601,53596,2449
61925,55773,66411,912
61928,49230,67550,757
61929,48364,53479,769
61930,41147,50684,515
